tweet,stance
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 RRR నాటు నాటు తర్వాత Oscar రావాల్సిన పాటమొత్తం ఆంధ్ర జనం మొత్తాన్ని బురిడీ కొట్టించిన పాట,favour
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 మీ ఆట తో మీ పాట తో మీ రాత తో బద్దలకొట్టేసారు      …,favour
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
ఆకాశంలో రెపరెపలాడిన ఎన్టీఆర్ ఎయిర్ ప్లేన్ బ్యానర్ వీడియో వైరల్!,favour
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,favour
రాజమౌళి RRR సినిమా షూటింగ్లో రామ్ చరణ్ ని రుద్ది రుద్ది లాగి లాగి బాగా ట్రయినింగ్ మూఁడు సంవత్సరాలు యిస్తే ఆ మాత్రం…,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
    RRR  రామం రాజసం  రావణుడు  ఫ్యాన్స్ కి దేవుడు…,neutral
